proj_heading,proj_url
Write leading discussion of one movie  -- 2                            ,/projects/articles/write-leading-discussion-one-movie-11827809/
Make simple Android java  sourcecode to read and show into Relativelayouts within adapters possible to scroll Portrait and Ladscape succesfully                            ,/projects/mobile-phone/make-simple-android-java-sourcecode-11820572/
Write leading discussion of one movie                             ,/projects/articles/write-leading-discussion-one-movie/
Private project or contest #11812451                            ,/login?goto=ODNiOWJlYzYxNjZjNTU4NzlhODUxMTJhNjliMzZlN2JodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy8xMTgxMjQ1MS5odG1s
Convert a Template to a Website                             ,/projects/website-design/convert-template-website-11809429/
Design Specification for a Video Store -- 2                            ,/projects/software-architecture/design-specification-for-video-store-11807907/
Quiz Paper for Analytical Skills (Arguements)                            ,/projects/academic-writing/quiz-paper-for-analytical-skills/
Write my Product Descriptions                             ,/projects/seo/write-product-descriptions-11789103/
Design Specification for a Video Store                            ,/projects/software-architecture/design-specification-for-video-store/
Blog writing                            ,/projects/articles/blog-writing-11766256/
Advice on my Asterisk Installation                            ,/projects/voip/advice-asterisk-installation/
online questionnaire set up and analysis                            ,/projects/financial-analysis/online-questionnaire-set-analysis/
Mobile development                            ,/projects/mobile-phone/mobile-development-11762928/
I would like to hire a Lawyer                            ,/projects/legal/would-like-hire-lawyer-11760999/
Private project or contest #11723818                            ,/login?goto=YmQ2NTM2NGVmNTBlMzljYmY4ODM3ZmY0NGQ3NWQzYWFodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy8xMTcyMzgxOC5odG1s
Adwords/Search Term Research                             ,/projects/adwords-search-term-research/
Application on top of Wi-Fi Direct functionality on Android                            ,/projects/mobile-phone-android/application-top-direct-functionality/
Private project or contest #6315222                            ,/login?goto=NGQ1YTc5MWZjMjM4ZWE5N2YwMWI4NzhiZmZjNzhhZTdodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy82MzE1MjIyLmh0bWw
Redesign front-end of my site (CSS PHP & Bootstrap V3)                            ,/projects/php-website-design/redesign-front-end-site-css/
Write an Android application                            ,/projects/mobile-phone-android/write-android-application.6311042/
Write an Android application                            ,/projects/mobile-phone-android/write-android-application.6310130/
Build a Streaming Website                            ,/projects/graphic-design-php/build-streaming-website/
"Logo Required for improv night - ""I have no idea what's going on""                            ",/contest/logo-required-for-improv-night-quoti-have-no-idea-whats-going-onquot-95947.html
Create Dataset for 16 Pieces of information about a number of Projects                            ,/projects/data-entry-excel/create-dataset-for-pieces-information/
Write a PHP Function                            ,/projects/php/write-php-function/
Write some Software                            ,/projects/php-software-architecture/write-some-software.6288410/
Quality Managing                            ,/projects/quality-managing/
Managing Resources                            ,/projects/managing-resources/
HND- Managing Financial Resources in Health and Social Care                            ,/projects/academic-writing-research/hnd-managing-financial-resources-health/
Do some Blog Posting                            ,/projects/articles-blog/some-blog-posting.6282418/
4 hour html css js work (code:resp)                            ,/projects/hour-html-css-work-code/
Live chat concierge service iPhone app -- 2                            ,/projects/mobile-phone-iphone/live-chat-concierge-service-iphone.6277978/
Migrate Magento store from local XAMPP development environment to web server                            ,/projects/mysql-shopping-carts/migrate-magento-store-from-local/
Individual Research Paper                            ,/projects/academic-writing/individual-research-paper/
Enter Crowdfunding Campaign Data into a Spreadsheet                            ,/projects/data-entry-excel/enter-crowdfunding-campaign-data-into/
