P_index,P_url,P_heading,P_ID,P_Status,P_Awarded,P_Budget,P_Repeat,P_Skill,P_Skills_Number,P_Rating,P_Reviews,P_location,P_country,P_income_group,P_selected_rank_tatol,P_fcers_selected,P_selected_rank_average,P_fcers_applying_total,P_selection_accuracy,F_Country_Match
2237,https://www.freelancer.com/projects/copywriting-internet-marketing/email-autoresponder-series/,Email Autoresponder Series, #4238112,Completed,1,$30-250 USD,5,"Article Rewriting,Article Writing,Copywriting,Internet Marketing,Sales",5,5,8,"Pittsburgh, United States",United States,High income,1,1,1,9,1,1
2240,https://www.freelancer.com/projects/website-design-css/psd-valid-css-html-ref/,PSD to W3C valid CSS and HTML - Ref: EVL, #4233074,Completed,1,$30-250 USD,5,"CSS,HTML,jQuery / Prototype,PSD to HTML,Website Design",5,4.9,105,"istanbul, Turkey",Turkey,Upper middle income,5,1,5,21,0.80952381,0
2244,https://www.freelancer.com/projects/internet-marketing-seo/seo-expert-required-for-long.4220499/,SEO expert required for long term project, #4220499,In Progress,1,£5-15 GBP / hour,5,"Internet Marketing,Link Building,Marketing,SEO",4,5,14,"London, United Kingdom",United Kingdom,High income,2,1,2,21,0.952380952,0
2249,https://www.freelancer.com/projects/visual-basic-script-install/rdp-script/,RDP script, #4210414,In Progress,1,$30-250 USD,5,"Delphi,Script Install,Software Architecture,Visual Basic",4,4.5,49,"Tel-Aviv, Israel",Israel,High income,2,1,2,3,0.666666667,0
2254,https://www.freelancer.com/projects/javascript-website-design/bingo-website-app/,Bingo website and app, #4199779,In Progress,1,$1500-3000 AUD,3,"eCommerce,HTML,Javascript,Shopping Carts,Website Design",5,5,2,"Trinity Beach, Australia",Australia,High income,11,1,11,14,0.285714286,0
2256,https://www.freelancer.com/projects/php-wordpress/wordpress-template-static/,Wordpress Template Static, #4197581,Completed,1,$30-70 USD,5,"CSS,HTML,PHP,WordPress",4,5,8,"Stowmarket, United Kingdom",United Kingdom,High income,14,1,14,18,0.277777778,0
2258,https://www.freelancer.com/projects/internet-marketing-social-networking/marketing-professional-wanted/,PR/Marketing Professional wanted, #4191432,In Progress,1,$2-50 USD / hour,5,"Analytics,Internet Marketing,Marketing,Press Releases,Social Networking",5,4.8,5,"Arlington Heights, United States",United States,High income,5,1,5,8,0.5,1
2259,https://www.freelancer.com/projects/php-css/html-markup-page/,HTML Markup of a page, #4191045,Completed,1,$30-250 USD,5,"CSS,HTML,jQuery / Prototype,PHP",4,5,103,"Reno, United States",United States,High income,2,1,2,4,0.75,0
2263,https://www.freelancer.com/projects/internet-marketing-seo/seo-partner-needed.4180622/,SEO Partner Needed, #4180622,Completed,1,£100-500 GBP,3,"Internet Marketing,Link Building,Marketing,SEO",4,5,4,"Brentwood, United Kingdom",United Kingdom,High income,19,1,19,21,0.142857143,0
2264,https://www.freelancer.com/projects/php-sql/create-auction-system-site-with/,Create auction system site with specific access and information requirements on bidders and auctioneers, #4180517,Completed,1,min $5000 USD,1,"HTML,PHP,SQL",3,5,2,"Oslo, Norway",Norway,High income,8,1,8,21,0.666666667,0
2266,https://www.freelancer.com/projects/visual-basic-net/vba-net-dll/,VBA and VB.NET DLL, #4173070,Completed,1,$30 USD,5,".NET,Software Architecture,Visual Basic,Visual Basic for Apps,Windows Desktop",5,5,4,"Bangalore, India",India,Lower middle income,1,1,1,6,1,0
2274,https://www.freelancer.com/projects/report-writing-academic-writing/religion-idenity/,religion and Idenity, #4128859,Completed,1,$30-90 USD,5,"Report Writing,Research Writing",2,5,33,"Gianesville, United States",United States,High income,1,1,1,1,1,0
2278,https://www.freelancer.com/projects/data-processing-excel/download-check-data-excel-file/,Download and Check data in an excel file, #4115421,Completed,1,$50-250 USD,0,"Data Processing,Excel",2,5,1,"Thomaston, United States",United States,High income,9,1,9,18,0.555555556,0
2281,https://www.freelancer.com/projects/php-java/online-examination-website/,Online Examination Website, #4109538,Completed,1,$250-750 USD,0,".NET,Adobe Flash,Java,PHP,Silverlight",5,5,1,"subang jaya, Malaysia",Malaysia,Upper middle income,6,1,6,16,0.6875,0
2282,https://www.freelancer.com/projects/graphic-design-photoshop/photoshop-brother-into-three-family/,Photoshop My Brother Into Three Family Photos, #4109485,Completed,1,$30-250 USD,0,"Graphic Design,Photoshop",2,5,1,"Semora, United States",United States,High income,1,1,1,2,1,0
2283,https://www.freelancer.com/projects/internet-marketing-seo/seo-required-for-adult-sex/,SEO Required for Adult Sex Toy Website, #4101254,In Progress,1,$250-750 USD,3,"Bulk Marketing,Internet Marketing,Link Building,Marketing,SEO",5,0,0,"Bradford, United Kingdom",United Kingdom,High income,2,1,2,21,0.952380952,0
2286,https://www.freelancer.com/projects/php-project-management/website-for-purchase-download-documents/,Website for purchase and download of Documents for Sermons by Rabbi clients., #4082271,Completed,1,$750-1500 USD,5,"CMS,HTML,MySQL,PHP,Project Management",5,5,3,"New York, United States",United States,High income,12,1,12,14,0.214285714,0
2288,https://www.freelancer.com/projects/php-wordpress/wordpress-jetpack-stats-multisite.4079390/,Wordpress Jetpack Stats - Multisite, #4079390,Completed,1,$30-250 USD,5,"CSS,HTML,MySQL,PHP,WordPress",5,5,4,"Canterbury, United Kingdom",United Kingdom,High income,3,1,3,7,0.714285714,0
2290,https://www.freelancer.com/projects/php-wordpress/clean-add-features-woocommerce-wordpress/,Clean up and Add Features to WooCommerce/Wordpress Plugin, #4077524,Completed,1,$30-250 USD,5,"MySQL,PHP,Software Architecture,WordPress",4,5,4,"Overland Park, United States",United States,High income,7,1,7,9,0.333333333,0
2291,https://www.freelancer.com/projects/php-mysql/fix-opencart-error-that-causes/,Fix Opencart Error that causes not ended MySQL queries, #4072183,Completed,1,$30-250 USD,4,"MySQL,Open Cart,PHP",3,5,2,"istanbul, Turkey",Turkey,Upper middle income,3,1,3,17,0.882352941,0
2292,https://www.freelancer.com/projects/php-javascript/moodle-block-modification/,Moodle Block Modification, #4071929,Completed,1,£10-15 GBP / hour,5,"Javascript,Moodle,PHP",3,5,11,"Stockport, United Kingdom",United Kingdom,High income,1,1,1,7,1,0
2295,https://www.freelancer.com/projects/excel-web-scraping/tricky-scraping-job-repost/,Tricky Scraping Job - repost, #4056616,Completed,1,$30-250 USD,5,"Data Mining,Excel,Web Scraping,Web Search",4,5,41,"Vancouver, United States",United States,High income,2,1,2,10,0.9,0
2296,https://www.freelancer.com/projects/php-linux/mysql-server-crashes-frequently-amazon/,MYSQL Server Crashes frequently on Amazon EC2 - Magento Website, #4055293,Completed,1,$30-250 NZD,5,"Amazon Web Services,Linux,Magento,MySQL,PHP",5,5,12,"Bellevue, United States",United States,High income,6,1,6,15,0.666666667,0
2299,https://www.freelancer.com/projects/copywriting/text-writers/,Text Writers, #4050047,Completed,1,$30-250 USD,5,Copywriting,1,4.9,13,"Metairie, United States",United States,High income,1,1,1,1,1,1
2301,https://www.freelancer.com/projects/animation-caricature-cartoons/scribe-video/,Scribe video, #4045002,Completed,2,$250-750 USD,5,"Animation,Caricature & Cartoons,PHP",3,5,12,"St. David, United States",United States,High income,10,2,5,15,0.733333333,0
2303,https://www.freelancer.com/projects/articles-article-rewriting/seo-article-writing-long-term.4041372/,SEO Article Re-Writing --- Long Term Project - repost, #4041372,Completed,1,$30-250 USD,5,"Article Rewriting,Article Writing",2,4.9,66,"Teheran, Israel",Israel,High income,3,1,3,11,0.818181818,0
2305,https://www.freelancer.com/projects/internet-marketing-social-networking/facebook-likes.4034578/,UK Facebook Likes, #4034578,Completed,1,$30-250 USD,5,"Facebook Marketing,Internet Marketing,Social Networking",3,5,7,"Wolverhampton, United Kingdom",United Kingdom,High income,1,1,1,4,1,0
2311,https://www.freelancer.com/projects/php-software-architecture/live-chat-velaro-style-live/,Live Chat / Velaro style- Live Chat / Velaro style - Live support software, #4018679,In Progress,1,$500-1000 USD,5,"PHP,Software Architecture,Software Testing,Usability Testing,Website Testing",5,4.5,11,"Vancouver, Canada",Canada,High income,1,1,1,10,1,0
2314,https://www.freelancer.com/projects/website-design-graphic-design/redo-simple-logo-properly/,Redo simple logo properly, #4015467,Completed,1,$5-15 USD / hour,5,"Graphic Design,Illustrator,Logo Design,Photoshop,Website Design",5,4.1,133,"wpg, Canada",Canada,High income,11,1,11,11,0.090909091,0
2316,https://www.freelancer.com/projects/php-wordpress/end-half-done-wordpress-template/,End a half done Wordpress template, #4005915,In Progress,2,$30-250 USD,1,"CSS,HTML,PHP,WordPress",4,5,1,"Budapest, Hungary",Hungary,High income,21,2,10.5,13,0.269230769,0
2317,https://www.freelancer.com/projects/php-javascript/joomla-automated-jomsocial-group/,Joomla automated jomsocial group registration with payplan, #4004453,Completed,1,€250-750 EUR,2,"CSS,HTML,Javascript,Joomla,PHP",5,5,2,"Montpellier, France",France,High income,2,1,2,14,0.928571429,0
2318,https://www.freelancer.com/projects/copywriting-blog/spanish-blog-post-from-argentinean/,17 Spanish Blog Post From Argentinean Female Persona Angle, #3995964,In Progress,1,$30-35 USD,5,"Article Rewriting,Article Writing,Blog,Copywriting,Ghostwriting",5,4.9,141,"Curacao, Curacao",Curacao,High income,3,1,3,4,0.5,0
2319,https://www.freelancer.com/projects/internet-marketing-research/online-recruitment-software-research/,Online recruitment software research project, #3992665,Completed,1,$250-750 USD,5,"Internet Marketing,Research",2,4.6,14,"Surrey Hills, Australia",Australia,High income,5,1,5,14,0.714285714,0
2326,https://www.freelancer.com/projects/php-mysql/litespeed-webserver-cpanel-help/,Litespeed Webserver Cpanel Help, #2693452,Completed,1,$30-250 USD,5,"MySQL,PHP",2,5,8,"Philadelphia, United States",United States,High income,1,1,1,1,1,0
2335,https://www.freelancer.com/projects/javascript-jquery-prototype/image-rotation/,image rotation, #2632169,Completed,1,€30-250 EUR,5,"Javascript,jQuery / Prototype",2,5,10,"Paris, Reunion",France,High income,5,1,5,7,0.428571429,0
2345,https://www.freelancer.com/projects/internet-marketing-link-building/link-exchange-manager-contact-webmasters/,Link Exchange Manager - Contact Webmasters for links, #2608987,In Progress,1,£20-250 GBP,5,"Internet Marketing,Link Building",2,5,20,"Stonehaven, United Kingdom",United Kingdom,High income,7,1,7,8,0.25,0
2346,https://www.freelancer.com/projects/php-mysql/data-validation-fix-errors-amp.2601824/,Data Validation - Fix Errors &amp; Validate Data, #2601824,Completed,1,$30-250 USD,5,"MySQL,PHP",2,5,16,"Victoria, Canada",Canada,High income,2,1,2,2,0.5,0
2355,https://www.freelancer.com/projects/graphic-design/remove-background-from-photos-resize/,Remove background from 90 photos and resize, #2571319,Completed,1,$30-1300 USD,1,Graphic Design,1,5,2,"Aiken, United States",United States,High income,1,1,1,17,1,1
2356,https://www.freelancer.com/projects/php/ask-visitor-register-after-times/,Ask visitor to register after 2times visit of Wordpress website, #2785458,Completed,1,$30-5000 USD,5,PHP,1,5,113,"Cuijk, Netherlands",Netherlands,High income,1,1,1,1,1,0
2357,https://www.freelancer.com/projects/website-design-graphic-design/new-website-designing/,New Website Designing, #2568021,Completed,1,$30-250 USD,5,"Graphic Design,User Interface / IA,Website Design",3,5,35,"Mumbai, India",India,Lower middle income,1,1,1,1,1,1
2360,https://www.freelancer.com/projects/php-javascript/customize-wordpress-plugin.2564116/,Customize wordpress plugin, #2564116,Completed,1,$30-60 USD,5,"HTML5,Javascript,jQuery / Prototype,PHP,WordPress",5,4.9,51,"Malmö, Sweden",Sweden,High income,1,1,1,1,1,0
2361,https://www.freelancer.com/projects/mobile-phone-iphone/planner-iphone-app-using-mainly/,Planner - An iPhone app using mainly table view and standard iOS, #2558776,Completed,1,$250-750 USD,5,"Cocoa,iPad,iPhone,Mobile App Development,Objective C",5,5,25,"Southbridge, United Kingdom",United Kingdom,High income,2,1,2,18,0.944444444,0
2364,https://www.freelancer.com/projects/php-ebay/ebay-api-script-revision/,eBay API Script revision, #2540661,Completed,1,£20-250 GBP,5,"eBay,MySQL,PHP",3,5,53,"Clevedon, United Kingdom",United Kingdom,High income,1,1,1,4,1,0
2365,https://www.freelancer.com/projects/youtube/custom-project/,Custom project, #2533661,Completed,1,€30-250 EUR,5,YouTube,1,5,14,"Loznica, Serbia",Serbia,Upper middle income,1,1,1,1,1,0
2367,https://www.freelancer.com/projects/data-entry-research/excel-generator/,Excel Generator, #2670700,Completed,1,$100-500 USD,5,"Anything Goes,Data Entry,Market Research,Research,Virtual Assistant,Web Scraping",6,4.7,74,"New York, United States",United States,High income,3,1,3,16,0.875,0
2368,https://www.freelancer.com/projects/magento-mysql/magento-innodb-issue/,Magento Innodb issue, #2525761,Completed,1,€30-250 EUR,5,"Magento,MySQL,Plesk",3,5,6,"Longwy, France",France,High income,1,1,1,1,1,0
2370,https://www.freelancer.com/projects/copywriting-publishing/open-ended-questions-needed-for/,120 Open Ended Questions Needed for Workbook, #2519310,Completed,1,$30-50 USD,5,"Book Writing,Copywriting,Ghostwriting,Proofreading,Publishing",5,5,7,"OFallon, United States",United States,High income,4,1,4,9,0.666666667,1
2373,https://www.freelancer.com/projects/internet-marketing-social-networking/facebook-photo-likes-fan-page/,150+ facebook photo likes and fan page for a facebook photo contest I am in, #2494081,Completed,1,$30-250 USD,0,"Facebook Marketing,Internet Marketing,Social Networking",3,5,1,"Saco, United States",United States,High income,1,1,1,8,1,0
2374,https://www.freelancer.com/projects/virtual-assistant-business-plans/amazon-api-help-needed/,Amazon API Help Needed, #2777506,Completed,1,$2-30 USD / hour,1,"Business Analysis,Business Plans,Virtual Assistant",3,0,2,United States,United States,High income,1,1,1,2,1,0
2375,https://www.freelancer.com/projects/php/remote-post-using-curl-php/,Remote POST using cURL and PHP, #2490803,Completed,1,$30-40 USD,0,PHP,1,5,1,"Banja Luka, Bosnia and Herzegovina",Bosnia and Herzegovina,Upper middle income,12,1,12,13,0.153846154,0
2378,https://www.freelancer.com/projects/php-magento/magento-fix-uninstall-module/,Magento Fix - uninstall module, #2488339,Completed,1,$30-100 USD,5,"Magento,MySQL,PHP",3,5,20,"IRVINE, United States",United States,High income,1,1,1,3,1,0
2379,https://www.freelancer.com/projects/engineering-technical-writing/chemical-engineering-open-ended-final/,Chemical Engineering | Open ended Final Year Project, #2482105,Completed,1,$50-60 USD,5,"Chemical Engineering,Engineering,Research Writing,Technical Writing",4,4.9,1365,"Hyderabad, India",India,Lower middle income,2,1,2,6,0.833333333,1
2380,https://www.freelancer.com/projects/php-javascript/com-api.2478570/,[login to view URL] API, #2478570,Completed,1,$30-250 USD,5,"Javascript,PHP,Web Scraping,XML",4,5,39,"Groningen, Netherlands",Netherlands,High income,6,1,6,7,0.285714286,0
2381,https://www.freelancer.com/projects/vbulletin-smarty-php/vbulletin-pro-needed/,vBulletin pro needed, #2477377,Completed,1,$30-250 USD,5,"Adobe Flash,Joomla,Script Install,Smarty PHP,vBulletin",5,5,62,"Houston, United States",United States,High income,4,1,4,9,0.666666667,0
2387,https://www.freelancer.com/projects/php-javascript/oscommerce-product-sorting-custom-pages/,Oscommerce product sorting on custom pages, #2468042,Completed,1,$30-250 USD,5,"Javascript,MySQL,OSCommerce,PHP",4,5,17,"laval, Canada",Canada,High income,3,1,3,17,0.882352941,0
2390,https://www.freelancer.com/projects/mobile-phone-iphone/demo-iphone-app/,Demo Iphone app, #2465172,In Progress,1,£250-750 GBP,5,"iPhone,Mobile App Development",2,0,0,"Southampton, United Kingdom",United Kingdom,High income,1,1,1,1,1,1
2394,https://www.freelancer.com/projects/asp-xml/net-developer-code-for-business/,A Sr. .NET Developer (C#) To Code For Business EQUITY!, #2462994,Completed,1,$750-1500 USD,5,".NET,ASP,C# Programming,Troubleshooting,XML",5,5,9,"Columbia, United States",United States,High income,11,1,11,19,0.473684211,0
2398,https://www.freelancer.com/projects/net-dotnetnuke/build-html-reports-using-dnn/,Build HTML Reports using DNN Reports Module + Module Functionality, #2460596,Completed,1,$30-250 USD,2,".NET,DotNetNuke",2,5,3,"Cincinnati, United States",United States,High income,3,1,3,3,0.333333333,0
